,electionYear,electionID,electoralUnitID,candidateID,caseNum,protNum
0,electionYear,electionID,electoralUnitID,candidateID,caseNum,protNum
1,2004,14431,01511,299,1549/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=321&comboTribunal=ac
2,2004,14431,27030,31,215/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=215/2004&comboTribunal=al
3,2004,14431,27057,136,081/080,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=081/080&comboTribunal=al
4,2004,14431,27057,137,082/080,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=082/080&comboTribunal=al
5,2004,14431,27235,121,43,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1501&comboTribunal=al
6,2004,14431,27235,33,34.3,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1494-N&comboTribunal=al
7,2004,14431,27359,204,04.02/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=4001/04&comboTribunal=al
8,2004,14431,27499,117,38,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1496&comboTribunal=al
9,2004,14431,27499,118,39,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1497&comboTribunal=al
10,2004,14431,27499,119,37,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1495&comboTribunal=al
11,2004,14431,27049,253,19.2,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=19.2&comboTribunal=al
12,2004,14431,27049,240,19.1,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=19.1&comboTribunal=al
13,2004,14431,27537,110,407,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=9&comboTribunal=al
14,2004,14431,27537,109,406,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=9&comboTribunal=al
15,2004,14431,27553,3,05/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=05/2004&comboTribunal=al
16,2004,14431,27553,4,06/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=06/2004&comboTribunal=al
17,2004,14431,27553,65,072/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=072/2004&comboTribunal=al
18,2004,14431,27553,54,061/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=061/2004&comboTribunal=al
19,2004,14431,27553,52,059/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=059/2004&comboTribunal=al
20,2004,14431,27570,78,183.1,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=368.1&comboTribunal=al
21,2004,14431,27570,79,183.2,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=368.2&comboTribunal=al
22,2004,14431,27634,33,40,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=40&comboTribunal=al
23,2004,14431,27650,132,102,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=102&comboTribunal=al
24,2004,14431,27650,148,306,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=306&comboTribunal=al
25,2004,14431,27650,101,142,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=142&comboTribunal=al
26,2004,14431,27812,267,299/298,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=299/298&comboTribunal=al
27,2004,14431,27812,283,358/358,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=358/358&comboTribunal=al
28,2004,14431,27812,277,314/311,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=314/311&comboTribunal=al
29,2004,14431,27995,7,07,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=07&comboTribunal=al
30,2004,14431,28070,86,0862004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=11.7&comboTribunal=al
31,2004,14431,28070,99,0992004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=10.14&comboTribunal=al
32,2004,14431,28070,75,0752004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=10.1&comboTribunal=al
33,2004,14431,28070,88,0882004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=10.11&comboTribunal=al
34,2004,14431,28355,6,297,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1&comboTribunal=al
35,2004,14431,28398,126,136,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=121&comboTribunal=al
36,2004,14431,28398,151,162,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=249&comboTribunal=al
37,2004,14431,28436,10,011/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=011&comboTribunal=al
38,2004,14431,28452,154,189/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=189&comboTribunal=al
39,2004,14431,28533,191,8924/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=8924/04&comboTribunal=al
40,2004,14431,28533,328,9109/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=9109/04&comboTribunal=al
41,2004,14431,28550,232,252,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=252&comboTribunal=al
42,2004,14431,28550,239,260,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=260&comboTribunal=al
43,2004,14431,28770,152,8862/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=8862/04&comboTribunal=al
44,2004,14431,28770,153,8863/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=8863/04&comboTribunal=al
45,2004,14431,28797,1,183/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=183/2004&comboTribunal=al
46,2004,14431,28797,13,195/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=195/2004&comboTribunal=al
47,2004,14431,28797,3,185/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=185/2004&comboTribunal=al
48,2004,14431,28797,12,194/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=194/2004&comboTribunal=al
49,2004,14431,28797,9,191/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=191/2004&comboTribunal=al
50,2004,14431,28797,6,188/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=188/2004&comboTribunal=al
51,2004,14431,28797,14,196/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=196/2004&comboTribunal=al
52,2004,14431,28835,18,002.1/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=S/N%C2%B0&comboTribunal=al
53,2004,14431,28835,19,002.2/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=S/N%C2%B0&comboTribunal=al
54,2004,14431,28835,4,001.4/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=S/N%C2%B0&comboTribunal=al
55,2004,14431,28835,9,001.9/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=S/N%C2%B0&comboTribunal=al
56,2004,14431,28835,10,001.10/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=S/N%C2%B0&comboTribunal=al
57,2004,14431,28835,6,001.6/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=S/N%C2%B0&comboTribunal=al
58,2004,14431,28878,64,102/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=69&comboTribunal=al
59,2004,14431,28878,65,103/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=70&comboTribunal=al
60,2004,14431,02933,1,007,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=002&comboTribunal=am
61,2004,14431,02933,2,007-A/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=003&comboTribunal=am
62,2004,14431,02070,13,19,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=01&comboTribunal=am
63,2004,14431,02119,1,002,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=002&comboTribunal=am
64,2004,14431,02119,109,137,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=136&comboTribunal=am
65,2004,14431,02119,23,074,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=012&comboTribunal=am
66,2004,14431,02135,126,98,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=98&comboTribunal=am
67,2004,14431,02950,42,0105/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=050&comboTribunal=am
68,2004,14431,02950,86,0205/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=094&comboTribunal=am
69,2004,14431,02151,94,15,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=15&comboTribunal=am
70,2004,14431,02151,95,53,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=53&comboTribunal=am
71,2004,14431,02151,76,54,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=54&comboTribunal=am
72,2004,14431,02151,93,16,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=16&comboTribunal=am
73,2004,14431,02151,31,34,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=34&comboTribunal=am
74,2004,14431,02151,20,22,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=22&comboTribunal=am
75,2004,14431,02151,111,68,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=68&comboTribunal=am
76,2004,14431,02151,110,63,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=63&comboTribunal=am
77,2004,14431,02151,16,18,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=18&comboTribunal=am
78,2004,14431,02151,107,62,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=62&comboTribunal=am
79,2004,14431,02151,106,61,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=61&comboTribunal=am
80,2004,14431,02151,98,66,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=66&comboTribunal=am
81,2004,14431,02151,84,80,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=80&comboTribunal=am
82,2004,14431,02151,101,57,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=57&comboTribunal=am
83,2004,14431,02151,85,81,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=81&comboTribunal=am
84,2004,14431,02216,1,102,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=0204&comboTribunal=am
85,2004,14431,02216,2,103,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=0304&comboTribunal=am
86,2004,14431,02232,98,123,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=314&comboTribunal=am
87,2004,14431,02046,103,125,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=125&comboTribunal=am
88,2004,14431,98353,132,066,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1016&comboTribunal=am
89,2004,14431,98353,133,067,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1013&comboTribunal=am
90,2004,14431,98353,138,065,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1012&comboTribunal=am
91,2004,14431,98353,139,062,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1014&comboTribunal=am
92,2004,14431,98353,127,054,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1004&comboTribunal=am
93,2004,14431,98353,121,059,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1006&comboTribunal=am
94,2004,14431,98353,129,056,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1003&comboTribunal=am
95,2004,14431,98353,128,048,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1002&comboTribunal=am
96,2004,14431,02410,104,020.01/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=093&comboTribunal=am
97,2004,14431,02410,105,020.02/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=093&comboTribunal=am
98,2004,14431,02410,106,020.03/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=094&comboTribunal=am
99,2004,14431,02410,108,020.05/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=096&comboTribunal=am
100,2004,14431,02410,107,020.04/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=095&comboTribunal=am
101,2004,14431,02410,109,020.06/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=097&comboTribunal=am
102,2004,14431,02410,110,020.07/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=098&comboTribunal=am
103,2004,14431,02453,75,081,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=081&comboTribunal=am
104,2004,14431,02534,117,111,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=101&comboTribunal=am
105,2004,14431,02534,118,133,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=123&comboTribunal=am
106,2004,14431,02550,380,5952004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=51182004&comboTribunal=am
107,2004,14431,02550,366,6042004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=51582004&comboTribunal=am
108,2004,14431,02550,475,6782004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=46142004&comboTribunal=am
109,2004,14431,02615,89,96,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=93&comboTribunal=am
110,2004,14431,02615,62,69,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=66&comboTribunal=am
111,2004,14431,02615,91,98,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=95&comboTribunal=am
112,2004,14431,02631,37,056,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=043&comboTribunal=am
113,2004,14431,02011,1,011,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=am
114,2004,14431,02011,2,009,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=am
115,2004,14431,98434,35,0053/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=am
116,2004,14431,02836,87,0117,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=008&comboTribunal=am
117,2004,14431,02836,43,049,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=003&comboTribunal=am
118,2004,14431,02836,74,083,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=007&comboTribunal=am
119,2004,14431,98477,48,072,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=072&comboTribunal=am
120,2004,14431,98477,49,071,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=071&comboTribunal=am
121,2004,14431,02810,82,114,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=114&comboTribunal=am
122,2004,14431,02810,53,083,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=083&comboTribunal=am
123,2004,14431,02810,30,057,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=057&comboTribunal=am
124,2004,14431,02810,43,072,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=072&comboTribunal=am
125,2004,14431,02810,58,088,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=088&comboTribunal=am
126,2004,14431,02810,36,065,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=065&comboTribunal=am
127,2004,14431,02810,13,039,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=039&comboTribunal=am
128,2004,14431,02810,9,035,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=035&comboTribunal=am
129,2004,14431,02810,26,053,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=053&comboTribunal=am
130,2004,14431,02810,28,055,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=055&comboTribunal=am
131,2004,14431,02810,69,101,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=101&comboTribunal=am
132,2004,14431,98493,159,202,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=202&comboTribunal=am
133,2004,14431,98493,160,0203,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=0203&comboTribunal=am
134,2004,14431,02852,86,14004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=105/2004&comboTribunal=am
135,2004,14431,06130,204,1804/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=037/2004&comboTribunal=ap
136,2004,14431,06130,205,1803/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=36&comboTribunal=ap
137,2004,14431,06076,19,060/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=1465&comboTribunal=ap
138,2004,14431,06092,1,164/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ap
139,2004,14431,06092,2,165/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ap
140,2004,14431,06009,38,387/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=48&comboTribunal=ap
141,2004,14431,33073,264,0288,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=4442&comboTribunal=ba
142,2004,14431,33073,266,0290,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=4444&comboTribunal=ba
143,2004,14431,33073,267,0291,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=4445&comboTribunal=ba
144,2004,14431,33073,260,0284,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=4438&comboTribunal=ba
145,2004,14431,33111,294,987,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=403&comboTribunal=ba
146,2004,14431,33138,61,1083,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
147,2004,14431,33138,118,1138,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
148,2004,14431,33138,62,1084,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
149,2004,14431,33138,119,1139,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
150,2004,14431,33138,176,1199,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
151,2004,14431,33138,177,1200,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
152,2004,14431,33197,186,17-24/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=46/2004&comboTribunal=ba
153,2004,14431,33219,261,037/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=033/04&comboTribunal=ba
154,2004,14431,33383,340,1368,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
155,2004,14431,33413,81,100,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=270&comboTribunal=ba
156,2004,14431,33413,108,121,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=292&comboTribunal=ba
157,2004,14431,30732,206,128,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
158,2004,14431,33499,149,9.9/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=429/04&comboTribunal=ba
159,2004,14431,33499,146,9.10/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=430/04&comboTribunal=ba
160,2004,14431,33570,209,180,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=180&comboTribunal=ba
161,2004,14431,33693,14,2.14B/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=2&comboTribunal=ba
162,2004,14431,33812,132,164/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=040/2004&comboTribunal=ba
163,2004,14431,33812,131,154/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=040/2004&comboTribunal=ba
164,2004,14431,33855,234,18-10/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=49/2004&comboTribunal=ba
165,2004,14431,33952,189,013,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=013&comboTribunal=ba
166,2004,14431,33952,190,014,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=014&comboTribunal=ba
167,2004,14431,33952,187,011,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=011&comboTribunal=ba
168,2004,14431,33952,206,020,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=020&comboTribunal=ba
169,2004,14431,33952,188,012,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=012&comboTribunal=ba
170,2004,14431,33952,191,015,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=015&comboTribunal=ba
171,2004,14431,33952,192,016,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=016&comboTribunal=ba
172,2004,14431,34010,160,223,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=14&comboTribunal=ba
173,2004,14431,34010,176,238,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=14&comboTribunal=ba
174,2004,14431,34010,168,231,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=14&comboTribunal=ba
175,2004,14431,34010,169,230,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=14&comboTribunal=ba
176,2004,14431,34037,92,012/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=012/2004&comboTribunal=ba
177,2004,14431,34070,6,007/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=314/2004&comboTribunal=ba
178,2004,14431,34070,3,004/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=314/2004&comboTribunal=ba
179,2004,14431,34193,175,108/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=760/2004&comboTribunal=ba
180,2004,14431,34193,129,074/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=715/2004&comboTribunal=ba
181,2004,14431,34258,105,101/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=119/04&comboTribunal=ba
182,2004,14431,34339,118,009.1B/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=009/2004&comboTribunal=ba
183,2004,14431,34339,28,005.8B/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=005&comboTribunal=ba
184,2004,14431,34339,29,005.9B/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=005&comboTribunal=ba
185,2004,14431,34339,37,005.17B/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=005&comboTribunal=ba
186,2004,14431,34355,52,128/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=048&comboTribunal=ba
187,2004,14431,34355,23,097/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=017&comboTribunal=ba
188,2004,14431,34363,118,130/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=607/2004&comboTribunal=ba
189,2004,14431,34363,119,131/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=608/2004&comboTribunal=ba
190,2004,14431,34363,109,120/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
191,2004,14431,34363,111,121/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
192,2004,14431,34363,112,119/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
193,2004,14431,34363,107,116/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
194,2004,14431,34363,108,117/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
195,2004,14431,34363,113,118/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=null&comboTribunal=ba
196,2004,14431,34398,146,124/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=143/04&comboTribunal=ba
197,2004,14431,34495,96,3.1,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=87&comboTribunal=ba
198,2004,14431,34495,110,3.2,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=88&comboTribunal=ba
199,2004,14431,34495,105,3.3,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=103&comboTribunal=ba
200,2004,14431,34495,101,3.7,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=99&comboTribunal=ba
201,2004,14431,34495,104,3.8,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=102&comboTribunal=ba
202,2004,14431,34495,74,5.22,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=70&comboTribunal=ba
203,2004,14431,34495,152,2.28,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=230&comboTribunal=ba
204,2004,14431,34517,183,68-12/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=240/2004&comboTribunal=ba
205,2004,14431,34576,35,051,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=051&comboTribunal=ba
206,2004,14431,34690,254,961/2004,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=961&comboTribunal=ba
207,2004,14431,34878,114,11.13/04,http://inter03.tse.jus.br/sadpPush/ExibirDadosProcesso.do?nprot=450/04&comboTribunal=ba
